n,m,l,S,nonlinear_gain,linearity_score,mse_full,mse_linear,gain_mean,gain_std,steps_used,steps_mean,converged,n_converged,n_seeds,n_runs
128,8,4,0.9,0.7420593500137329,0.547492504119873,0.012660459615290165,0.049082864075899124,0.7200792579089894,0.09961204058336699,203646,173698.0588235294,True,85,85,3
128,8,4,0.95,0.8206677436828613,0.6925331354141235,0.004323897417634726,0.02411113865673542,0.7981608757847234,0.14204413869842417,203646,176850.47368421053,True,95,95,3
128,16,1,0.85,0.0,1.0,0.032373882830142975,0.032373882830142975,0.0,0.0,8000,8000.0,True,12,12,1
128,16,1,0.9,0.0,1.0,0.021653370931744576,0.021653370931744576,0.0,0.0,8000,8000.0,True,12,12,1
128,16,1,0.95,0.0,1.0,0.009276974946260452,0.009276974946260452,0.0,0.0,8000,8000.0,True,12,12,1
128,16,2,0.85,0.9865371584892273,0.7944982647895813,0.022691207006573677,1.6854726076126099,0.9802564194327906,0.024530837449449745,203646,136657.18421052632,True,38,38,2
128,16,2,0.9,0.6090678572654724,0.8368963003158569,0.01029303390532732,0.02632947638630867,0.652993456238792,0.1980936448160418,203646,143037.07142857142,True,42,42,2
128,16,2,0.95,0.8959634304046631,0.8978899717330933,0.0025220653042197227,0.024242188781499863,0.7977886576028097,0.202507512908622,203646,143037.07142857142,True,42,42,2
128,16,3,0.85,0.9986720681190491,0.632422685623169,0.01528071891516447,11.507031440734863,0.9389899503025744,0.18103295117859178,203646,147077.66666666666,True,45,45,2
128,16,3,0.9,0.8179294466972351,0.7676205635070801,0.006655682809650898,0.036555565893650055,0.649625682390549,0.27389609393750164,203646,157362.81818181818,True,55,55,2
128,16,3,0.95,0.9339340925216675,0.8947956562042236,0.0015908024506643414,0.024079173803329468,0.7766673250938766,0.3113743846692924,203646,157362.81818181818,True,55,55,2
128,16,4,0.85,0.9996089339256287,0.5939182043075562,0.012417011894285679,31.751195907592773,0.7533188342390692,0.40620213189854826,203646,173698.0588235294,True,85,85,3
128,16,4,0.9,0.8691980242729187,0.7707542777061462,0.005210375413298607,0.03983413055539131,0.46709577201569974,0.37491676368306204,203646,176850.47368421053,True,95,95,3
128,16,4,0.95,0.967222273349762,0.9044554829597473,0.0013865830842405558,0.04230289161205292,0.5450531948957129,0.41718407027004417,203646,176850.47368421053,True,95,95,3
128,32,1,0.85,0.0,1.0,0.02204347774386406,0.02204347774386406,0.0,0.0,8000,8000.0,True,12,12,1
128,32,1,0.9,0.0,1.0,0.012001154012978077,0.012001154012978077,0.0,0.0,8000,8000.0,True,12,12,1
128,32,1,0.95,0.0,1.0,0.004113019909709692,0.004113019909709692,0.0,0.0,8000,8000.0,True,12,12,1
128,32,2,0.85,0.9965270757675171,0.8251029253005981,0.011089193634688854,3.192999839782715,0.9650011499013219,0.12443203562647479,203646,143037.07142857142,True,42,42,2
128,32,2,0.9,0.9962011575698853,0.8745064735412598,0.005356630776077509,1.4100886583328247,0.9523210752578009,0.11191678438995223,203646,143037.07142857142,True,42,42,2
128,32,2,0.95,0.9625098705291748,0.9346586465835571,0.0008499489049427211,0.022671518847346306,0.5957054313981817,0.16448074962649142,203646,143037.07142857142,True,42,42,2
128,32,3,0.85,0.9988076090812683,0.8245212435722351,0.006241955794394016,5.234712600708008,0.8212414879690517,0.3079105854542815,203646,157362.81818181818,True,55,55,2
128,32,3,0.9,0.9139811396598816,0.9495539665222168,0.002355110365897417,0.02737908624112606,0.46169199098578906,0.47258643186126803,203646,157362.81818181818,True,55,55,2
128,32,3,0.95,0.9349654316902161,0.964569628238678,0.00044201817945577204,0.006796809379011393,0.3883296846337986,0.40686262162223047,203646,157362.81818181818,True,55,55,2
128,32,4,0.85,0.9994253516197205,0.8379807472229004,0.004991841036826372,8.686351776123047,0.7487326864625934,0.4170895402242569,203646,176850.47368421053,True,95,95,3
128,32,4,0.9,0.9139849543571472,0.949553370475769,0.0023549385368824005,0.027378316968679428,0.6430032380640408,0.3941671680288273,203646,176850.47368421053,True,95,95,3
128,32,4,0.95,0.9388471841812134,0.9730955362319946,0.00023797331959940493,0.003891607513651252,0.5612588438864187,0.415406278488762,203646,176850.47368421053,True,95,95,3
128,64,1,0.85,0.0,1.0,0.0033446408342570066,0.0033446408342570066,0.0,0.0,8000,8000.0,True,12,12,1
128,64,1,0.9,0.0,1.0,0.0015162170166149735,0.0015162170166149735,0.0,0.0,8000,8000.0,True,12,12,1
128,64,1,0.95,0.0,1.0,0.0003813201328739524,0.0003813201328739524,0.0,0.0,8000,8000.0,True,12,12,1
128,64,2,0.85,0.9588311314582825,0.8421285152435303,0.001337051042355597,0.03247750923037529,0.8003833461109371,0.28784890259401585,203646,143037.07142857142,True,42,42,2
128,64,2,0.9,0.9855226874351501,0.9055773019790649,0.00048384247929789126,0.0334213562309742,0.8002923991353739,0.29454757372456003,33941,143037.07142857142,True,42,42,2
128,64,2,0.95,0.9744915962219238,0.9475703239440918,4.6675795601913705e-05,0.001830204506404698,0.48108123140853076,0.38369828074011825,203646,143037.07142857142,True,42,42,2
128,64,3,0.85,0.9554332494735718,0.8288907408714294,0.00044925769907422364,0.010080779902637005,0.6270027247128341,0.40023697082310006,203646,157362.81818181818,True,55,55,2
128,64,3,0.9,0.9650939106941223,0.9124707579612732,0.00012206264364067465,0.00349716586060822,0.7393734491972437,0.39447422231032586,203646,157362.81818181818,True,55,55,2
128,64,3,0.95,0.9786522388458252,0.9396954774856567,1.923588388308417e-05,0.0009015316027216613,0.5847118891772218,0.4244448350186093,203646,157362.81818181818,True,55,55,2
128,64,4,0.85,0.9770217537879944,0.8475423455238342,0.0003367078898008913,0.01465374231338501,0.6244969648607402,0.4527118392008081,33941,176850.47368421053,True,95,95,3
128,64,4,0.9,0.9749679565429688,0.9206187725067139,0.00011889873712789267,0.0047502415254712105,0.6095057451684186,0.4348856349703904,33941,175008.28125,True,96,96,3
128,64,4,0.95,0.9813078045845032,0.9547790884971619,1.3592785762739368e-05,0.000727715203538537,0.601405215685236,0.4435997571526893,33941,176850.47368421053,True,95,95,3
