n,m,l,S,nonlinear_gain,linearity_score,mse_full,mse_linear,gain_mean,gain_std,steps_used,steps_mean,converged,n_converged,n_seeds,n_runs
32,8,1,0.95,0.0,1.0,0.004216684494167566,0.004216684494167566,0.0,0.0,8000,8000.0,True,12,12,1
32,8,2,0.85,0.993720531463623,0.8079491257667542,0.009547233581542969,1.5203875303268433,0.9894131514761183,0.011890623300107286,101823,73538.66666666667,True,45,45,2
32,8,2,0.9,0.9990754723548889,0.80867999792099,0.005249520298093557,5.678066253662109,0.9878534568680657,0.012883379282759578,101823,73538.66666666667,True,45,45,2
32,8,2,0.95,0.9887747168540955,0.9558009505271912,0.0011626644991338253,0.10357601195573807,0.8934678302870857,0.14552884300402552,101823,73538.66666666667,True,45,45,2
32,8,3,0.85,0.9922123551368713,0.788194477558136,0.006279888562858105,0.8063899278640747,0.9346890886624654,0.0930304024632482,101823,84852.4,True,75,75,2
32,8,3,0.9,0.9989485144615173,0.8818064332008362,0.003154745092615485,3.0002782344818115,0.8967492700119813,0.1782235532126891,101823,84852.4,True,75,75,2
32,8,3,0.95,0.9950011968612671,0.9599272012710571,0.0005340891075320542,0.10684476047754288,0.6856308272108436,0.3575580804981007,101823,84852.4,True,75,75,2
32,8,4,0.85,0.9892096519470215,0.8186395168304443,0.00382520304992795,0.3545026481151581,0.7338281044007643,0.361586767394222,101823,90755.21739130435,True,115,115,3
32,8,4,0.9,0.9787567257881165,0.7991368174552917,0.001983475871384144,0.09337002038955688,0.5244796981201153,0.42637381597842344,101823,90755.21739130435,True,115,115,3
32,8,4,0.95,0.9595918655395508,0.9617069363594055,0.0003257154894527048,0.00806089211255312,0.6480421123778164,0.4279479432097036,101823,90755.21739130435,True,115,115,3
32,16,1,0.85,0.0,1.0,0.0033269550185650587,0.0033269550185650587,0.0,0.0,8000,8000.0,True,12,12,1
